id,name,score,publisher,developer,follow,order,topic,review,install,recommend
77514,Candy Surprise,,Candy Bubble Pop,,4,,,,,
77515,Thomas The Train Puzzle 2018,,Tap Tip Top,,,,,,,
77518,College BBALL Coach,,David Zolnier,,,,,,,
77520,グリメロ,8.6,株式会社 アプリボット,,138,,,9,,
77521,SWAT of Dragons in City,,Top Shooter Games,,15,,,,,
77522,Infinite Golf,,Green Flip Ball Games,,90,,,,,
77523,Logic Blocks - Make Ten,,Relaxing Brain Training,,9,,,,,
77526,Escape The Warrior,,EscapeGamesDaily,,1,,,,,
77527,Police Motorbike : Simulator Crime City Chase 3D,,Soft Clip Games,,84,,,1,,
77530,魔法冰雪女王传奇：冰封的宝石,,Panda Box,,6,,,,,
77532,剑道封神-- 全民修仙梦幻情缘之旅,,Guotao Li,,6,,,1,,
77534,... and then it rained,,"Jan Bubenik, Severin Brettmeister und Daniel Helbig",,2,,,,,
77535,Paddles! Pong edition,,Object Enterprises,,,,,,,
77537,Dino Battle - A new challenger,,ABC game,,132,,,,,
77539,???? ????,,Best Kirin Global Limited,,21,,,1,,
77540,未来战斗模拟器 - 皇家皇家战役,,Ali Ashfaq,,141,,,4,,
77541,Terminator 2: Judgment Day,,GameHolic,,47,,,,,
77542,Fabulous - Double Date,,GameHouse,,42,,,,,
77544,??! ??? ?? - ???? ?? ????,,TheFlash&FirstFox,,9,,,,,
77546,デートにつれてって！- 暇つぶしシミュレーション恋愛診断,,DownTownApps,,8,,,,,
77547,?????,,CaffeineCK,,47,,,,,
77548,PsychiXX 禁忌の恋◆恋愛ゲーム無料女性向け人気！イケない禁断の恋?新感覚の恋愛アプリゲーム,,"Ciagram CO., LTD.",,81,,,1,,
77549,Stickman Fight - Battle of Stickman,,Hummble_Larma,,115,,,,,
77550,真人汽车驾驶2,8.6,AveCreation,,5090,,4,22,,yes
77552,2248六邊形,,CurryGames,,282,,,1,,
77554,糖果爆炸传奇,,Gamoper,,2,,,,,
77555,宝宝数学学习游戏-恐龙养成,,"ChengDu Yuyoo Technology Co.,Ltd.",,9,,,,,
77556,宝贝厨房纸杯蛋糕,,LiXia Li,,32,,,2,,
77557,Kurdish Alphabet Coloring,,Dawand Sulaiman,,1,,,,,
77558,Brainy Mouse,,Ana Sarrizo,,2,,,,,
77559,英语单词搜索 - 解读藏字,,Isabel Zaballos,,13,,,,,
77560,像素拼图-用积木方块合成小精灵,,shihui song,,13,,,2,,
77561,游戏 - 火星求生大作战,,liu shibin,,3,,,1,,
77562,英语猜猜词汇单词,,Pinyada Sengate,,21,,,,,
77563,文字世界跑酷大冒险 - 迷宫大逃亡,,Aimee Taylor,,31,,,2,,
77566,最囧烧脑游戏 - 史上最囧休闲游戏,,hou zhenzhen,,123,,,3,,
77567,Love Story Games - College Love Story,,Pretty Teen Games,,11,,,,,
77568,Gems Frontier,,"Cloudcade, Inc.",,9,,,,,
77569,识字学说话-动物篇,,mao ye,,3,,,,,
77570,吸金大土豪精简怀旧版,,山林鸟游戏,,18,,,,,
77571,解开交叉的菱形路径线段,,Yuanhe Gui,,12,,,,,
77572,动物  测验狂热症 学习动物名称,,The Knights Private Limited,,,,,,,
77575,Pocket Apes GO,,Pocket Catch Games,,9,,,1,,
77576,??! ??? ?? - ?????,,TheFlash&FirstFox,,24,,,,,
77577,电影猜猜看 - 你看过多少？,,yifeng zhao,,5,,,,,
77578,US Army Transform Robot War2,,Trenzy,,6,,,,,
77580,泡泡堂萌萌哒：经典的泡泡消除游戏,,ChengFeng Hu,,8,,,2,,
77581,数独完美版-四种难度 无线关卡 数字益智最新版,,wang leyi,,7,,,,,
77582,開心火鍋店2 Cooking Happy2-咖啡甜品店、日本料理壽司店等你來開店,,Happyapps,,446,,,3,,
77583,终极的汽车驾驶：水漂模拟器,,Tap 2 Race,,169,,,3,,
77584,木箱叠叠乐- 好玩的游戏,,lu yanping,,1,,,,,
77585,3D Word Cube文字消消乐 (免费) - HaFun,,Scott Chen,,2,,,,,
77586,Word Zoo - Word Crossy,,Liechao Qing,,19,,,,,
77588,Fast Cars: Formula Racing Grand Prix,,Tiny Lab Kids Games,,8,,,,,
77589,101个密室逃脱4 : 偷窥无罪,,He sn,,8,,,,,
77590,全民猜电影-最新最强热门电影猜猜猜,,"Mei Die Studio Co.,Ltd",,16,,,1,,
77591,Goldfish Collection.,,tomoko shigetomi,,,,,,,
77592,单词查找 - 开心英语学习游戏,,TANG TAOYU,,18,,,2,,
77593,古装小公主－好玩的古代换装小游戏,4.7,zhang hong,,220,,,12,,
77594,说谎公主与盲眼王子,9.6,日本一ソフトウェア,,2261,,8,73,,
77595,Romance of Cadria,,JiaYun Wang,,4,,,,,
77596,hexagon puzzle,,海南蓝鲸数码科技有限公司,,3,,,,,
77597,懐かしいアレの名前,,DownTownApps,,,,,,,
77598,Escape a Beauty Salon,8.5,FUNKYLAND,,517,,3,12,,
77599,亂世江山-自己打!,,Need Studio,,23,,,1,,
77600,弓手对决,,XIJI Game,,38,,,1,,
77602,Super Jungle World - Super Jungle Boy,,Jungle Casual Plus,,6,,,,,
77605,Bake a cake puzzles & recipes,,Milamit,,33,,,1,,
77607,水 滑动 雪 公园： 水 公园 游戏,,Knock Solutions,,22,,,3,,
77609,Call of Modern World War: Free FPS Shooting Games,,Blockot Studios,,258,,,2,,
77610,點擊騎士團—點擊放置掛機三合一來拯救世界吧!,,Ford gu,,9,,,,,
77611,AirPenguin Returns,,Enterfly,,1,,,,,
77612,Helicopter Sim Pro Hellfire,,RORTOS SRL,,8,,,,,
77613,戦おうヒーロー,,Yi Liang,,15,,,,,
77614,Office Bike Driving Simulator,,Game Pickle,,6,,,,,
77616,"雷电战机-合金风暴来袭,打飞机经典版",,yan yu,,48,,,1,,
77617,实况足球游戏经理-点球大师,,Weijian Chen,,19,,,2,,
77620,公主选美比赛 - 不用网络也能玩,,yongpeng shen,,21,,,1,,
77625,Cosplay Girl Hair Salon,,GlammyClub,,47,,,1,,
77626,圆桌三国,7.5,游戏墓地,,279,,,7,,
77627,Bridge Constructor Playground!,,Headup Games GmbH & Co. KG,,35,,,1,,
77628,Street Valet Parking Simulator 3D,,Tayga Games OOO,,92,,,2,,
77629,战争之歌,8.9,Sixjoy  Limited,,72934,,556,1405,,
77630,Death By Ninja,,Red Forest Interactive AB,,2,,,,,
77632,女孩酒店女主人度假天堂,,Girl Games - Vasco Games,,50,,,,,
77633,High Heels Fashion Shoe Designer,,Woofie Games,,5,,,,,
77634,Formal White Room Escape,,EscapeGamesDaily,,30,,,1,,
77635,Happy - Room Simulator,,hello of neighbor dev,,3,,,,,
77636,华容道:Unblock中文免费版--最强大脑挑战 8000个虐心关卡,7.4,Dong Dong,,293,,,6,,
77637,神魔仙界-唯美RPG仙侠手游,,YongZhong Wang,,4,,2,,,
77638,Marshall pilot of paper planes,,ggGoodGame,,3,,,,,
77639,Run Jojo Siwa Adventure bows,,volker Gimo,,,,,,,
77641,货船手动起重机18,,TrimcoGames,,87,,,,,
77644,Police Helicopter : Crime City Rescue Flight 3D,,Soft Clip Games,,61,,,,,
77645,Fightlings,,Reality Squared Games,,14,,,,,
77646,块状出租车司机：抢市,,TrimcoGames,,24,,,,,
77647,美味早餐食谱！2,,Maker Labs Inc,,21,,,,,
77648,Flower Power Pop,,Free Bubble Shooter Games,,,,,,,
77649,手腕乒乓 - Wrist Pong,,Mansoon Software,,10,,,,,
77650,彩虹岛历险记-怀旧冒险MMO手游,,Sihan Nan,,104,,8,2,,
77653,Ghouls Monsters Fashion Dress Up,,Orion Key,,,,,,,
77654,Escape Games Day-790,,Joy EscapeGamesDaily,,,,,,,
77655,?? ????? ??,,Lemontree.,,12,,,,,
77656,"??, ???? ???:?????",,nagneGAME,,4,,,,,
77659,错觉 - 螺旋晕动效应,,MARIMURI GAMES,,104,,,1,,
77660,大卡车模拟器2018年：美国卡车司机,7.8,JS Productions,,522,,2,19,,
77662,Ryder Paw Patrol Fake Call Simulator,,MimiApps,,,,,,,
77663,娃娃屋设计与装饰2：女孩屋游戏,,Sablo Games,,69,,,1,,
77664,Green Zombie Girl Best Escape Rescue Game - 283,,Best Escape Game,,1,,,,,
77665,Pink Butterfly Piano Tiles 2018,,Pinkoo Games Studios,,174,,,,,
77666,Star War Empire,,KV Game,,16,,,,,
77667,Balls Blast,,Muhammad Saeed,,127,,,,,
77668,拳击冠军：真正的拳头拳,,Real Action,,52,,,,,
77669,Baby Hazel Snow White Story,,Baby Hazel Games,,12,,,,,
77670,飞刀挑战,7.9,Ketchapp,,194231,,23,215,,
77672,Shoot Pursuit,,Redneck Games,,,,,,,
77673,Rules of Modern World War Winter FPS Shooting Game,,Blockot Studios,,846,,,2,,
77674,Vikings Mania: Dragon Master,,DILON Games,,22,,,,,
77675,Dancing Boy Rescue,,EscapeGamesDaily,,,,,,,
77676,????? ??,,???Entertainment,,21,,,,,
77677,天空城物语,,Running Zombie games,,13,,,1,,
77678,Bike Parkour 3D - Impossible Streets of Sky,,MTS Free Games,,2,,,,,
77679,前线重要的世界战争反击火力小队,7,Tag Action Games,,124,,,8,,
77680,蘭陵未央,,橙光,,186,,,2,,
77681,血色天堂,8,天津天象互动科技有限公司,,,1922,19,97,,
77682,当心身后,9.2,扑家工作室,Ohaglow,37149,,83,406,,
77683,西城异闻-1942,8.1,魂动,,,3930,10,26,,
77684,魂斗罗,,Classic Contra Game - Contra NES,,104,,,6,,
77685,僕の彼女は人魚姫！？,,"COSEN CO., LTD.",,24,,,,,
77686,Prince Of Persia 1,,Obi Dos Applications,,7,,,,,
77688,越野 吉普车司机,,Grace Games Studio,,34,,,1,,
77689,飞刀挑战,7.9,Ketchapp,,194231,,23,215,,
77690,水 冲浪 普拉多 汽车 驱动,,Spirit Games Studio,,10,,,,,
77691,玩具派对总动员：疯狂点点消,,Panda Box,,14,,,,,
77694,跳一跳小游戏: 躲避类微信版小游戏大全集,8,Yonghua Gong,,4118,,8,60,,
77695,WebCC,,Kevin McKeever,,,,,,,
77697,北京赛车-新玩法易操作,,dai gaoxin,,8,,,2,,
77698,Lucky Candy Match,,Cookie Crush Games,,3,,,,,
77700,Antistress Game: Cake on Face,,AR Games Generation,,46,,,,,
77701,Christmas Snowman Best Escape Rescue Game - 281,,Best Escape Game,,1,,,,,
77702,Fruit Match 3: Crazy Mania,,Qplaze Games,,1,,,,,
77704,越野隧道建设3d,,Versatile Games Studio,,28,,,,,
77705,矿业 ＆ 矿物质 萃取,,Coding Squares,,103,,,1,,
77708,大话悟空传-梦幻修仙游戏,,Amazing Game,,2,,,,,
77709,管道水管工人接水管,,Haifeng Yu,,9,,,,,
77710,舒尔特方格+ Schulte Grid,,Jingke Chen,,31,,,,,
77712,我进不去学校了,7.2,ABC escape games,,8069,,8,59,,
77715,青蛙过马路-丛林大冒险,,Bin Li,,29,,,,,
77716,Home Sheep Home 2,,Aardman Animations Ltd,,9,,,,,
77717,Special Strike Shooter,,FIRE GAME,,84,,,1,,
77718,校花契约 - 鱼人二代经典原著,,Chun Jiang,,22,,,2,,
77720,野蛮人大逃杀-荒野绝地大反击,7,"Hangzhou DianQin Network Technology Co., Ltd.",,41,,,18,,
77722,江湖问剑-经典武侠江湖动作手游!,,dunhuan li,,,,,,,
77723,弹弹冒险岛-Q萌多人同屏休闲对战游戏,,Best Card Game,,24,,,1,,
77724,三生三世十里桃花（官方粉丝版）,2.1,Cui Tao,,14,,,11,,
77726,Spongebob Fake Call Simulator,,MimiApps,,1,,,,,
77727,Run Adventure Sausage,,Alexi Keven,,7,,,,,
77728,悟空传西游降魔篇-大圣归来,,Zicheng Ye,,2,,,,,
77729,厨房 房子清理游戏    隐藏对象 游戏,,Hudio Hidden Objects Studio,,19,,,,,
77730,Free The Game of Life Mini,,Choco Studio,,1,,,,,
77731,Lol Surprise Quiz - Trivia Pets and Dolls,,SG Games MDQ,,13,,,,,
77733,彩弹射击竞技场挑战：幸存者射手战役,,Tickle Studio,,309,,,3,,
77734,Santa Rescue 2017 Kavi Escape Game - 294,,Kavi Games,,,,,,,
77736,Pharaoh Pyramid Shooter,,Free Bubble Shooter Games,,,,,,,
77737,海盗宝石粉碎,,Panda Box,,1,,,,,
77738,野生恐龙世界生存,,Game Volla Productions,,72,,,1,,
77739,Bubble Collect,,Bubble Shooter Artworks,,1,,,,,
77740,Locked Modern House Escape 5,,Escape Game Studio,,3,,,,,
77741,Ancient Ruined Temple Escape,,Escape Game Studio,,3,,,,,
77742,USC JAPARIPARK (けものフレンズ二次創作RPG),,deep_verdure,,83,,,6,,
77745,???? - ????,,????,,5,,,,,
77746,公主背部水疗,,Kiwi Go,,6,,,,,
77747,Angry Duck - Angry Chicken - Knock down,,Hunt mobie,,34,,,,,
77748,侏罗纪大冒险GO,,OKOFUN,,106,,,,,
77749,Daily Bubbles,,Bubble Shooter,,2,,,,,
77750,独角兽食物造型师,,TabTale LTD,,8,,,,,
77753,Army Helicopter Marine Rescue,,Game Pickle,,24,,,,,
77754,call from gang beast,,devscreen1,,209,,,5,,
77755,侏罗纪生存岛进化,5.1,Pride games Studio,,4625,,5,76,,
77758,Roy's World,,Cypek,,44,,,,,
77759,Hatchimals surprise eggs,,hatchimals lol surprise Eggs,,1,,,,,
77760,Flappy Ugandan Knuckles,,eDevGames,,22,,,,,
77761,Lion Rescue Game Kavi Escape Game-295,,Kavi Games,,,,,,,
77762,莉比小公主之夢幻餐廳,,Libii,,915,,,2,,
77763,Hotel Slime - Clicker Game,,Shark Jump,,8,,,,,
77764,山海玲珑录-第一仙侠放置类游戏,10,qingsong duizhanshouyou,,515,,,7,,
77765,Bubble Color,,Bubble Shooter Games by Ilyon,,7,,,,,
77769,Dinosaur Games - Free Simulator 2018,,Best Free Games Ltd,,116,,,,,
77770,Boy Rescue From Farmer House Kavi Escape Game-296,,Kavi Games,,,,,,,
77771,Bear Cub Rescue,,EscapeGamesDaily,,1,,,,,
77773,最后的骑士,4.6,刀锋工作室,,16869,10992,132,489,13254,
77774,开心球跳一跳,,Shadow,,298,2,1,3,,
77775,点之韵,,dreamerflyer,,,,,,,
77776,嘣次元（Bong Chaos),8.5,怪力猫,,,129353,835,2198,,
77777,Alive（测试服）,6.4,银弹工作室,,162492,,410,1125,,
77778,僵尸先生,9.6,Funmen Games,,,1152,1,14,,
77779,色彩边缘,9.7,Fanye Games,,17230,,8,116,,yes
77780,双子球,,GStudio,,323,,1,2,,
77782,幻域奇谈,8.1,幻域科技,,2906,,22,65,,
77783,隔壁老王大作战,9.9,黑妖鬼工作室,,922,,1,17,,
77784,猎人,8.3,腾讯,,,40199,379,534,,
77785,Merge Soldiers!,,Cat Studio,,80,,,,,
77786,"Look, Your Loot! - A card crawler",,Dragosha,,164,,,3,,
77787,数码宝贝 ReArise,8.6,BANDAI NAMCO Entertainment Inc.,,14926,,60,131,,
77788,神都夜行录,5,网易游戏,,503565,,5137,13397,407306,yes
77789,三国大领主,,广州分给网络科技股份有限公司,,213,,,3,376,
77790,闹闹天宫（测试服）,9.1,极光计划,闹闹工作室,192868,,1201,4124,,
77791,空手道手刀,6.9,cocolo-bit Inc.,,8737,,2,89,,
77792,东京龙都市（测试服）,7.2,星辉游戏,,5821,,34,132,,
77793,虚拟幸福的家庭：度假野营,,Tap 2 Run,,24,,,,,
77794,数码宝贝 ReArise,8.6,BANDAI NAMCO Entertainment Inc.,,14926,,60,131,,
77795,像素斗决,9.9,草帽工作室,,541,530,4,56,,
77796,我的勇者,9.4,魔力数娱,,,55251,405,628,,
77797,breaker -30秒でどこまで壊せますか？ブロック崩し-,,IGNIS APPS INC.,,20,,,1,,
77799,给我记住,9.3,pure studio,,111,,2,6,,
77800,猎手之王（测试服）,8.4,网易游戏,,5632,,22,55,,
77802,刀剑轩辕诀-经典武侠热血演义,,wonder lan,,4,,,2,,
77803,Splashy!,8.7,VOODOO,,5850,,,28,,
77804,D×2 真?女神轉生：解放,8.2,SEGA,,6114,,40,107,,
77805,轩辕剑龙舞云山,8.3,网易游戏,,,66303,115,634,,
77806,海底大作战,8.7,OPCD,,3963,2940,261,139,6833,
77807,风之大陆CN,4.1,紫龙游戏,广州简悦科技,269834,,1375,5544,197911,
77808,GT Race Unlimited,,Noma Ladd,,67,,,1,,
77809,重生之地Revive,9.5,七宗罪工作室,,,1810,8,20,,
77810,Garden Match Mania,,Cookie Crush Games,,3,,,,,
77811,铸时匠,10,Wild Kid,,,36682,23,125,,
77813,Sticks Legends Free-Stickman Ninja(Dreamsky),,DreamSky Ltd,,50,,,1,,
77814,幻想神域,3.3,紫龙游戏,,301029,,1111,8631,22041,
77816,2047,9.2,文艺复兴工作室,,97421,,799,1065,,yes
77817,Cash Show - Win Real Cash!,,Zentertain Ltd.,,27,,,,,
77818,新2048 - 12种数字方块消除游戏新玩法合集,10,DoPuz Games,,372,,1,9,,
77822,王者联赛-兵团争霸，强者称雄,,CHEN CHEN,,21,,,1,,
77825,寻仙诀-跨服pk抢神装仙侠手游,,Liangwen Xie,,2,,,,,
77826,天天打妖怪-经典西游复刻版,,YunXuan Cao,,22,,,2,,
77830,宝石研物语2：血缘之证,9.9,上海茉丘莉文化传播有限公司,,,57762,101,794,,
77832,Jojo Siwa Candy world Doll,,Jojo Siwa fans,,7,,,3,,
77833,Ghouls Monsters Fashion Dress Up Game,,Orion Key,,,,,,,
77834,Final Sniper Battle,,Top.Stu,,3,,,,,
77835,US Air Force Plane Hijack Rescue Commando Mission,,iCorps,,34,,,,,
77836,Fire Truck Driving Simulator,,Gumdrop Games,,99,,,,,
77837,疯狂小鸟大反攻,,Panda Box,,1,,,,,
77838,Yooshii in the jungle adventures,,GetAPP GetonAPP,,3,,,,,
77839,Escape Game 267-Chipmunk Rescue 2,,Best Escape Game,,,,,,,
77841,トニーくんのサーブでこわせっ,,hasegawa takuji,,4,,,,,
77842,Moto Racing,,Kugame,,15,,,,,
77843,???? - 2048,,????,,4,,,,,
77844,罗马世界: 古罗马帝国的冒险,,Fat Lion Games: Crafting & Building Adventure,,36,,,,,
77847,极端 自行车 冒险 -  特技 技巧 赛车 2018,,Step Up Game Studios,,4,,,,,
77848,Subway Euro Train Sim,,Free Games - 2018,,12,,,1,,
77850,Kitty Pop Bubble Shooter,,Bubble Shooter Artworks,,4,,,,,
77853,??? ????,,hyeyoung moon,,,,,,,
77854,MiniWorld -Unroll Ball,,Zgame Team,,35,,,,,
77855,Mr. Sausage Run,,Free Fun Platformers,,75,,,,,
77856,Calling Freddy Fazbear and Chica,,Kilom,,,,,,,
77857,Candy Riddles: Free Match 3 Puzzle,,Clever Apps Pte. Ltd.,,13,,,,,
77858,Galactic Heroes 2018 : Survival War,,TapSim Game Studio,,11,,,,,
77859,青蛙everyday,9.8,COROHA.LLC,,327,,3,15,,
77860,朕滴江山-三国大英雄等你来战,,Fantastic Game,,13,,,,,
77862,西游双骄-2017Q版仙侠巨制,,Dong Guo,,2,,,,,
77863,三国英雄传 - 热血霸王大陆豪杰终极之战,,xiaojia chen,,5,,,,,
77865,卧虎藏龙(3D轻功武侠手游),9.9,Dan Tao,,388,,2,84,,
77866,一念永恒传:玄幻仙侠修仙修真手游,,Ziheng Huang,,13,,,,,
77869,Ringlet Butterfly Rescue,,EscapeGamesDaily,,,,,,,
77870,Sandbox Pixel Coloring  Book -  Color By Number,,Coloring Books For Adults,,26,,,1,,
77873,Dirty Airplane Cleanup,,rosytales,,26,,,,,
77874,KPOP TWICE TT Piano,,Mobile Crea,,2,,,,,
77875,越看越奇怪的图片 第9节！ -找茬消除游戏,,DownTownApps,,18,,1,,,
77876,小轮车自行车出租车驾驶模拟2018年,,Galaxy Action Games,,152,,,2,,
77877,GrowPhone (???) - ????,,GAMEAGIT,,476,,,,,
77878,死亡公路:僵尸赛车,,Glory Shooting Games Inc,,70,,,1,,
77879,Flower Power Match,,Fun Match 3 Games,,2,,,,,
77880,Rescue Bob - Island,,HyperSpell Inc,,2,,,,,
77884,??? ? - ??? ???,,BlackTiger Games,,63,,,,,
77885,台灣猜歌名2018,,qqvita,,30,,,1,,
77887,放置少女,7.3,Black Beard Game Ltd.,,1684,,2,19,,
77888,密码超级英雄与超级恶棍,,Cipher Coders,,133,,,,,
77889,熊本熊叠叠乐,8.7,Yuta Yabuzaki,,1357,,1,14,,
77890,Still Here,,DADIU,,27,,,2,,
77892,乱斗堂3：重生,6.5,厦门魔兔网络科技有限公司,,37066,,170,538,35249,
77893,辩驳侦探,8.3,广州市友趣科技有限公司,,28012,,109,476,,
77897,GNOMEZ,,Toggle Games,,13,,,,,
77898,跳跃吧！兄弟（测试服）,7.9,上海枯荣,,532,,4,36,,
77899,饥饿之塔,9.4,Funmen Games,,,4755,12,64,,
77902,西域风云,8.8,游艺春秋,,,1606,34,55,,
77903,Girl from Sky,,Yoshiyuki Hirose,,,,,,,
77904,一剑断念,1.1,游戏墓地,,672,,17,201,,
77905,无尽西部,,Ape-X,,795,,,3,,
77906,星河舰队（测试服）,8.1,谷得游戏,,3425,,40,130,,
77908,三国策手游（测试服）,,北京光涛互动科技有限公司,,64,,,3,,
77909,快乐 爸 模拟器 虚拟 现实 家庭 游戏,,Punk Games Studio,,57,,,2,,
77911,锤警车人漂车：碰撞引擎,,Raydiex - 3D Games Master,,29,,,2,,
77912,Circle Journey,,Wai Chung Chow,,3,,,1,,
77914,砖块消消消,9.5,Cheetah Games,,,13292,15,117,,
77915,完美城市,4,广州要玩娱乐网络科技有限公司,广州要玩,3018,337,6,79,5865,
77916,明治东亰恋伽～Haikara Date～,10,MAGES./LOVE&ART,,,9057,3,43,,
77917,末日封锁,6.6,谷得游戏,,12090,,69,166,,
77918,????? - ??????,,Toward Inc.,,2,,,,,
77919,脱出ゲーム＆謎解き PLAIN ESCAPE #2,,solesum  Inc.,,8,,,1,,
77920,神酒之尊-你的皇子-,9.9,BANDAI NAMCO Entertainment Inc.,,,8193,3,22,,
77921,つみきぱずる ツミキツム,,renji nikaidou,,3,,,,,
77922,晚餐字,,Panutthagon Katunyou,,,,,,,
77923,Word Trivia Search Fun Seasons,,Blue Flamingo Gaming LLC,,,,,,,
77924,AP Biology Exam Success,,"Network4Learning, Inc.",,,,,,,
77925,物理鉛筆 : 好玩的益智小游戏,,Kawintip Chotpongsathonkul,,5,,,,,
77926,你的意志力有多强,,niu yunyao,,11,,,1,,
77927,Words Scramble Game : Guess the letters Puzzle Quest with friends !,,Top Best Games,,2,,,,,
77928,Find The Gold And Diamond,,EscapeGamesDaily,,1,,,,,
77929,Word Snack - Picnic with Words,,APNAX Industries s.r.o.,,4,,,,,
77930,【オネェ学園】オネェ系男子と恋しよっ！,,"GOODROID,Inc.",,23,,,,,
77931,WordPuzzles ++,,"Shenzhen changyuanhaixing Technology Co.,Ltd",,3,,,,,
77932,Building Up My innocent Boy:romance otome games,,"SEPTENI CROSSGATE CO.,LTD.",,22,,2,2,,
77933,謀取帝心 - 繁體版,,zhang chuan,,4,,,,,
77934,爱疯猜成语,,zhangtao chen,,3,,,,,
77935,你是重情义的人吗-快来测测是否准确吧,,niu yunyao,,4,,,,,
77936,Правда или ложь: да или нет,,Viacheslav Fonderkin,,,,,,,
77937,漆黑的城堡密室逃脱,,jinhong wu,,6,,,,,
77938,北师大版小学生四年级语文下册背生字,,mao ye,,7,,,3,,
77939,Word Master:Word Warp & Whirly,,Yahui Yun,,2,,,,,
77940,百妖夜行 - 此间萌妖流乱,,Jitao Chen,,10,,,1,,
77941,人教版小学生四年级语文上册背生字,,mao ye,,8,,,1,,
77943,What Would You Choose? Rather,,DH3 Games Ltd,,,,,,,
77944,Spelling Bee Word Quiz,,Flier s.r.o.,,1,,,1,,
77945,开门吧！少年！— 记忆挑战游戏,,zhou liangfeng,,14,,,,,
77946,Kamen Rider Edition Quiz : Japan Masked Model Heroes Trivia Guess Game,,Pittaya Sattaboon,,3,,,,,
77949,戰神M,,jia qi xiong,,2,,,,,
77950,三国志·赵云传-无双猛将 群雄争霸,,qianwanwanjia tuijian,,3,,,,,
77951,My Little Chaser,,Kim Sunghwan,,184,,,2,,
77952,女剑士的秘密日记,8.3,Magic Cube,,5344,,7,39,,
77953,???? ??? ???,,talesshop,,7,,,,,
77954,戰國志,,"elive digital entertainment Co.,Ltd",,9,,,1,,
77955,Wobbly Stack AR,,esDot Studio Inc,,11,,,,,
77956,Talisman Prologue,,Nomad Games Ltd.,,5,,,1,,
77957,Parking Escape,,AppLife,,286,,,,,
77960,どうしてこうなった？作画崩壊,,Ryusuke Akabane,,24,,,,,
77962,サーヴァント オブ スローンズ,,"SQUARE ENIX Co., Ltd.",,20,,1,1,,
77963,ノンスタ井上の壁ドン無双,,YOSHIMOTO FANDANGO,,,,,,,
77965,Funny Tap - Dance Game,,FUNNYEVE Corporation,,,,,,,
77966,妖妖灵-天天捉鬼封妖创新手游,,jun chen,,6,,,,,
77970,头发沙龙改造 - Hair Salon Makeover,9.7,"LAI SYSTEMS, LLC",,536,,1,10,,
77971,钓鱼看漂(官方版),9.6,WANG SHANG,,144,,1,7,,
77972,旋涡穿越,8.9,Kakashi Hatake,,448,,,9,,
77974,Modern Girl Rescue Kavi Escape Game-298,,Kavi Games,,,,,,,
